"lhs","op","rhs","block","group","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all"
"wFV7","~","wFV6",2,2,0.225832949180927,0.0490449996123298,4.60460701327343,4.13245477526303e-06,0.129706516318979,0.321959382042874,0.220686405161329,0.220686405161329
"wBMI1","~~","wPA1",2,2,-0.425689181509727,0.187540993763753,-2.26984603721345,0.0232169262019282,-0.793262774911534,-0.0581155881079203,-0.108052972586562,-0.108052972586562
"wBMI1","~~","wFV1",2,2,-0.0572154812504345,0.0441558893638198,-1.29576104285911,0.195057823464406,-0.143759434108856,0.0293284716079875,-0.0666925136337081,-0.0666925136337081
"wPA1","~~","wFV1",2,2,0.0343369222415792,0.0476257219556852,0.720974314542235,0.470925318096957,-0.0590077775292823,0.127681622012441,0.0312281116828956,0.0312281116828956
"wBMI2","~~","wPA2",2,2,-0.169325590318041,0.103217786005292,-1.64046911749648,0.100907664525926,-0.371628733452375,0.0329775528162929,-0.0625014219631856,-0.0625014219631856
"wBMI2","~~","wFV2",2,2,-0.0400666032523868,0.0263186159952293,-1.52236740942797,0.127917046158693,-0.0916501427259761,0.0115169362212024,-0.0717512593176953,-0.0717512593176953
"wPA2","~~","wFV2",2,2,0.0664242059263817,0.0376253553337122,1.76541072734709,0.0774947617955308,-0.0073201354332162,0.14016854728598,0.058972486129534,0.058972486129534
"wBMI3","~~","wPA3",2,2,-0.215007756917433,0.10052977431754,-2.13874703665698,0.0324561609610272,-0.412042493953751,-0.017973019881116,-0.0948148234219347,-0.0948148234219347
"wBMI3","~~","wFV3",2,2,-0.00994497103738504,0.023309985484958,-0.42663994981046,0.669641595051848,-0.0556317030680541,0.035741760993284,-0.0177938179785019,-0.0177938179785019
"wPA3","~~","wFV3",2,2,0.0372104176981281,0.031869030668899,1.16760431419214,0.242966409186127,-0.0252517346351164,0.0996725700313727,0.0443907797313129,0.0443907797313129
"wBMI4","~~","wPA4",2,2,-0.125548214276227,0.116901753178596,-1.07396348525605,0.282839047556459,-0.354671440235865,0.103575011683411,-0.0511263532094501,-0.0511263532094501
"wBMI4","~~","wFV4",2,2,-0.0208766036705202,0.0257176791701455,-0.811760794292624,0.416928902570795,-0.0712823286099613,0.0295291212689209,-0.0408459051433208,-0.0408459051433208
"wPA4","~~","wFV4",2,2,0.00639982479251205,0.0314018062270598,0.203804352725327,0.838506391250582,-0.0551465844620307,0.0679462340470549,0.00687179680154228,0.00687179680154228
"wBMI5","~~","wPA5",2,2,0.0269135563838271,0.140219892832051,0.191938218181802,0.84779060019236,-0.247912383483058,0.301739496250713,0.00989973982496925,0.00989973982496925
"wBMI5","~~","wFV5",2,2,-0.0183169838324662,0.0319342751183528,-0.573583830056608,0.566249456510004,-0.0809070129368312,0.0442730452718988,-0.0365109055864423,-0.0365109055864423
"wPA5","~~","wFV5",2,2,-0.0304531946345299,0.0388783244969746,-0.783294934350878,0.433453937252532,-0.106653310427861,0.0457469211588016,-0.025971238930623,-0.025971238930623
"wBMI6","~~","wPA6",2,2,-0.00738212178490097,0.102605406321832,-0.0719467136239021,0.942644314251105,-0.20848502279479,0.193720779224988,-0.00278576795316815,-0.00278576795316815
"wBMI6","~~","wFV6",2,2,-0.0155460378985367,0.0253855471487561,-0.612397196225038,0.540274996395854,-0.0653007960379421,0.0342087202408686,-0.0243015835167413,-0.0243015835167413
"wPA6","~~","wFV6",2,2,-0.0121632122349182,0.0363850295367502,-0.334291668573003,0.738159476700395,-0.0834765597033747,0.0591501352335383,-0.0133824741807804,-0.0133824741807804
"wBMI7","~~","wPA7",2,2,0.0365680931393392,0.0904602752948683,0.404244769542656,0.686032735111146,-0.140730788470181,0.213866974748859,0.0144653761731564,0.0144653761731564
"wBMI7","~~","wFV7",2,2,-0.0178847476173687,0.0233577285506853,-0.765688648986543,0.443861582671022,-0.0636650543373748,0.0278955591026375,-0.0288325966676092,-0.0288325966676092
"wPA7","~~","wFV7",2,2,0.00674490740530168,0.0352190526802675,0.19151302752333,0.848123674949057,-0.0622831674176414,0.0757729822282447,0.00741855918065694,0.00741855918065694
"riBMI","~~","riBMI",2,2,17.0601460591215,1.00953283791347,16.8990501531202,0,15.0814980556006,19.0387940626425,1,1
"riPA","~~","riPA",2,2,3.66795768570327,0.567666039035066,6.46147106481509,1.03689945518681e-10,2.55535269394803,4.78056267745851,1,1
"riFV","~~","riFV",2,2,0.264625812389083,0.0104150013094845,25.4081400976973,0,0.244212784923556,0.28503883985461,1,1
"riBMI","~~","riPA",2,2,-1.01750994315301,0.262878688131135,-3.87064448010876,0.000108548000387731,-1.53274270419317,-0.502277182112847,-0.128627885652434,-0.128627885652434
"riBMI","~~","riFV",2,2,0.0835758149389772,0.0660687947085705,1.26498168019608,0.205877895087781,-0.0459166431917915,0.213068273069746,0.0393344557446449,0.0393344557446449
"riPA","~~","riFV",2,2,0.076742780210848,0.0377738460497349,2.03163797802863,0.0421903189940926,0.00270740239580709,0.150778158025889,0.077894943745682,0.077894943745682
"wBMI1","~~","wBMI1",2,2,3.07380789686165,0.588703483617075,5.22131766229029,1.77654496447133e-07,1.91997027139892,4.22764552232438,1,1
"wPA1","~~","wPA1",2,2,5.04934524458795,0.761733715381964,6.62875377920748,3.38533645560801e-11,3.55637459662941,6.54231589254648,1,1
"wFV1","~~","wFV1",2,2,0.239439731028215,0.0142028266801328,16.8585969835954,0,0.21160270225649,0.26727675979994,1,1
"wBMI2","~~","wBMI2",2,2,1.34310128204869,0.144381224445942,9.30246496525288,0,1.06011928209085,1.62608328200653,0.55501031075631,0.55501031075631
"wPA2","~~","wPA2",2,2,5.46457809587349,1.05362690687887,5.18644508810149,2.14346185911651e-07,3.39950730524856,7.52964888649841,0.822948203308177,0.822948203308177
"wFV2","~~","wFV2",2,2,0.23216525845822,0.0131748420168098,17.621862801998,0,0.206343042603268,0.257987474313172,0.987326919261475,0.987326919261475
"wBMI3","~~","wBMI3",2,2,1.51196067373434,0.183111970798675,8.25702802028542,2.22044604925031e-16,1.15306780583079,1.87085354163789,0.770278296419694,0.770278296419694
"wPA3","~~","wPA3",2,2,3.40106772757952,0.419251421093155,8.11223899661828,4.44089209850063e-16,2.5793500417697,4.22278541338934,0.756786066645254,0.756786066645254
"wFV3","~~","wFV3",2,2,0.206599022694897,0.0107112960592281,19.2879574565494,0,0.185605268191064,0.22759277719873,0.97615885777077,0.97615885777077
"wBMI4","~~","wBMI4",2,2,1.3476566863729,0.187496174979311,7.1876489561539,6.59250432022418e-13,0.980170936174426,1.71514243657137,0.753820039216035,0.753820039216035
"wPA4","~~","wPA4",2,2,4.47457897240264,0.628976958161895,7.11405865403882,1.12687636999453e-12,3.24180678729977,5.70735115750551,0.80803766351253,0.80803766351253
"wFV4","~~","wFV4",2,2,0.193839987747203,0.0107215856590113,18.0794141754848,0,0.172826065998379,0.214853909496026,0.98605216815926,0.98605216815926
"wBMI5","~~","wBMI5",2,2,1.16315736571337,0.25518601063295,4.55807652946308,5.16242278703061e-06,0.663001975514329,1.6633127559124,0.861625709797222,0.861625709797222
"wPA5","~~","wPA5",2,2,6.35413067480137,1.44830114194429,4.38729936114748,1.14766779673037e-05,3.51551259782232,9.19274875178042,0.915262299232235,0.915262299232235
"wFV5","~~","wFV5",2,2,0.216383548732535,0.0122620223141404,17.6466445084677,0,0.192350426619193,0.240416670845876,0.9907517552384,0.9907517552384
"wBMI6","~~","wBMI6",2,2,1.86513188015373,0.213630764996692,8.73063334385669,0,1.44642327477047,2.28384048553698,0.7800876077888,0.7800876077888
"wPA6","~~","wPA6",2,2,3.76498274066145,0.446806805806001,8.42642209504787,0,2.88925749323431,4.64070798808859,0.89141518898458,0.89141518898458
"wFV6","~~","wFV6",2,2,0.219412189666756,0.0121319406754712,18.0854980696017,0,0.195634022880256,0.243190356453256,0.979841079896257,0.979841079896257
"wBMI7","~~","wBMI7",2,2,1.72470655973709,0.155850851162795,11.0663916614451,0,1.4192445044981,2.03016861497608,0.642065732859178,0.642065732859178
"wPA7","~~","wPA7",2,2,3.70535608223171,0.398414838675382,9.30024618197197,0,2.92447734752162,4.48623481694179,0.887580946714371,0.887580946714371
"wFV7","~~","wFV7",2,2,0.223091438152438,0.0126646558494646,17.6152783624096,0,0.198269168810893,0.247913707493983,0.951380714291962,0.951380714291962
"BMI1","~~","BMI1",2,2,0,0,NA,NA,0,0,0,0
"PA1","~~","PA1",2,2,0,0,NA,NA,0,0,0,0
"FV1","~~","FV1",2,2,0,0,NA,NA,0,0,0,0
"BMI2","~~","BMI2",2,2,0,0,NA,NA,0,0,0,0
"PA2","~~","PA2",2,2,0,0,NA,NA,0,0,0,0
"FV2","~~","FV2",2,2,0,0,NA,NA,0,0,0,0
"BMI3","~~","BMI3",2,2,0,0,NA,NA,0,0,0,0
"PA3","~~","PA3",2,2,0,0,NA,NA,0,0,0,0
"FV3","~~","FV3",2,2,0,0,NA,NA,0,0,0,0
"BMI4","~~","BMI4",2,2,0,0,NA,NA,0,0,0,0
"PA4","~~","PA4",2,2,0,0,NA,NA,0,0,0,0
"FV4","~~","FV4",2,2,0,0,NA,NA,0,0,0,0
"BMI5","~~","BMI5",2,2,0,0,NA,NA,0,0,0,0
"PA5","~~","PA5",2,2,0,0,NA,NA,0,0,0,0
"FV5","~~","FV5",2,2,0,0,NA,NA,0,0,0,0
"BMI6","~~","BMI6",2,2,0,0,NA,NA,0,0,0,0
"PA6","~~","PA6",2,2,0,0,NA,NA,0,0,0,0
"FV6","~~","FV6",2,2,0,0,NA,NA,0,0,0,0
"BMI7","~~","BMI7",2,2,0,0,NA,NA,0,0,0,0
"PA7","~~","PA7",2,2,0,0,NA,NA,0,0,0,0
"FV7","~~","FV7",2,2,0,0,NA,NA,0,0,0,0
"BMI1","~1","",2,2,25.2609655222286,0.1182352935068,213.649958256971,0,25.0292286052537,25.4927024392034,25.2609655222286,5.62970204966848
"BMI2","~1","",2,2,25.418961227134,0.117535165108228,216.266861102614,0,25.1885965366049,25.6493259176631,25.418961227134,5.75920012074902
"BMI3","~1","",2,2,25.6229132140108,0.116605839152581,219.739537918704,0,25.3943699688847,25.851456459137,25.6229132140108,5.87474136316615
"BMI4","~1","",2,2,25.7428177023833,0.117366511397462,219.336993115568,0,25.5127835670532,25.9728518377135,25.7428177023833,5.92958657410528
"BMI5","~1","",2,2,25.7446410831128,0.113498554208948,226.827920959395,0,25.5221880045659,25.9670941616597,25.7446410831128,6.00010341422747
"BMI6","~1","",2,2,25.8605158967339,0.116634927357207,221.721884539212,0,25.6319156397743,26.0891161536935,25.8605158967339,5.86361451351677
"BMI7","~1","",2,2,25.9282934658639,0.118536719380645,218.736384821003,0,25.6959657650323,26.1606211666954,25.9282934658639,5.83486402775516
"PA1","~1","",2,2,2.11693248148274,0.0869141033823694,24.3566049593761,0,1.94658396910471,2.28728099386078,2.11693248148274,0.716994687042705
"PA2","~1","",2,2,1.98921954521057,0.0933030852925873,21.3199760648066,0,1.80634885839063,2.17209023203051,1.98921954521057,0.619571215509366
"PA3","~1","",2,2,1.93857798944644,0.0784736281185085,24.70356011218,0,1.78477250459797,2.0923834742949,1.93857798944644,0.678552737550658
"PA4","~1","",2,2,2.01690338640924,0.0860469134851232,23.4395785359337,0,1.84825453499757,2.18555223782092,2.01690338640924,0.664753062293689
"PA5","~1","",2,2,2.01240143524648,0.0931005664750088,21.6153511352337,0,1.82992767801519,2.19487519247778,2.01240143524648,0.617801985896534
"PA6","~1","",2,2,1.79363158170746,0.0783292719693002,22.8986116762382,0,1.64010902971239,1.94715413370253,1.79363158170746,0.638486658227429
"PA7","~1","",2,2,1.81121237329636,0.0788221548281205,22.9784681381255,0,1.6567237886494,1.96570095794332,1.81121237329636,0.64675325500576
"FV1","~1","",2,2,1.80778751239274,0.0200804015972202,90.0274580485981,0,1.76843064846709,1.84714437631839,1.80778751239274,2.54626661847184
"FV2","~1","",2,2,1.8089789042605,0.0198777634674504,91.0051529299403,0,1.77001920377109,1.84793860474991,1.8089789042605,2.55886832859434
"FV3","~1","",2,2,1.80532616891584,0.0192900935727802,93.5882535823101,0,1.76751828025478,1.8431340575769,1.80532616891584,2.6159458468915
"FV4","~1","",2,2,1.79271417830917,0.0187968212973638,95.3732628484687,0,1.7558730855425,1.82955527107584,1.79271417830917,2.63974990405577
"FV5","~1","",2,2,1.78461929828767,0.0193402738204,92.2747689541634,0,1.74671305814854,1.8225255384268,1.78461929828767,2.5677863633741
"FV6","~1","",2,2,1.79042998364337,0.0194637731441845,91.9878160508832,0,1.75228168927751,1.82857827800923,1.79042998364337,2.56154443264987
"FV7","~1","",2,2,1.82186125702022,0.0200951111266895,90.6619150068044,0,1.78247556294657,1.86124695109386,1.82186125702022,2.57877613005118
"riBMI","~1","",2,2,0,0,NA,NA,0,0,0,0
"riPA","~1","",2,2,0,0,NA,NA,0,0,0,0
"riFV","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI1","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA1","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV1","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI2","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA2","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV2","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI3","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA3","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV3","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI4","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA4","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV4","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI5","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA5","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV5","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI6","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA6","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV6","~1","",2,2,0,0,NA,NA,0,0,0,0
"wBMI7","~1","",2,2,0,0,NA,NA,0,0,0,0
"wPA7","~1","",2,2,0,0,NA,NA,0,0,0,0
"wFV7","~1","",2,2,0,0,NA,NA,0,0,0,0
"riBMI","=~","BMI1",3,3,1,0,NA,NA,1,1,3.85003006112962,0.953525517244604
"riBMI","=~","BMI2",3,3,1,0,NA,NA,1,1,3.85003006112962,0.959186279448218
"riBMI","=~","BMI3",3,3,1,0,NA,NA,1,1,3.85003006112962,0.970710935627823
"riBMI","=~","BMI4",3,3,1,0,NA,NA,1,1,3.85003006112962,0.964607713646829
"riBMI","=~","BMI5",3,3,1,0,NA,NA,1,1,3.85003006112962,0.959090203841211
"riBMI","=~","BMI6",3,3,1,0,NA,NA,1,1,3.85003006112962,0.947656349819907
"riBMI","=~","BMI7",3,3,1,0,NA,NA,1,1,3.85003006112962,0.941293536361473
"riPA","=~","PA1",3,3,1,0,NA,NA,1,1,1.99890273889136,0.678249914011256
"riPA","=~","PA2",3,3,1,0,NA,NA,1,1,1.99890273889136,0.660145807463589
"riPA","=~","PA3",3,3,1,0,NA,NA,1,1,1.99890273889136,0.665058522359809
"riPA","=~","PA4",3,3,1,0,NA,NA,1,1,1.99890273889136,0.674699040629164
"riPA","=~","PA5",3,3,1,0,NA,NA,1,1,1.99890273889136,0.683947486910349
"riPA","=~","PA6",3,3,1,0,NA,NA,1,1,1.99890273889136,0.716829412334927
"riPA","=~","PA7",3,3,1,0,NA,NA,1,1,1.99890273889136,0.688612845211924
"riFV","=~","FV1",3,3,1,0,NA,NA,1,1,0.515535086031176,0.73111444754587
"riFV","=~","FV2",3,3,1,0,NA,NA,1,1,0.515535086031176,0.727964497207339
"riFV","=~","FV3",3,3,1,0,NA,NA,1,1,0.515535086031176,0.749673154728324
"riFV","=~","FV4",3,3,1,0,NA,NA,1,1,0.515535086031176,0.749601635370164
"riFV","=~","FV5",3,3,1,0,NA,NA,1,1,0.515535086031176,0.745903890373897
"riFV","=~","FV6",3,3,1,0,NA,NA,1,1,0.515535086031176,0.744636856127218
"riFV","=~","FV7",3,3,1,0,NA,NA,1,1,0.515535086031176,0.736948185895626
"wBMI1","=~","BMI1",3,3,1,0,NA,NA,1,1,1.21660228414757,0.301312276489709
"wPA1","=~","PA1",3,3,1,0,NA,NA,1,1,2.1656564753219,0.734831309991432
"wFV1","=~","FV1",3,3,1,0,NA,NA,1,1,0.481082418787678,0.682254838450925
"wBMI2","=~","BMI2",3,3,1,0,NA,NA,1,1,1.13501635962733,0.282774965862051
"wPA2","=~","PA2",3,3,1,0,NA,NA,1,1,2.27442293473138,0.751137479352646
"wFV2","=~","FV2",3,3,1,0,NA,NA,1,1,0.485543594644723,0.685614826856644
"wBMI3","=~","BMI3",3,3,1,0,NA,NA,1,1,0.952880436985733,0.240250451513741
"wPA3","=~","PA3",3,3,1,0,NA,NA,1,1,2.24455895601827,0.746791243813549
"wFV3","=~","FV3",3,3,1,0,NA,NA,1,1,0.45511216649394,0.661808250990936
"wBMI4","=~","BMI4",3,3,1,0,NA,NA,1,1,1.05246005586403,0.263689132830756
"wPA4","=~","PA4",3,3,1,0,NA,NA,1,1,2.18671723659801,0.738092951174908
"wFV4","=~","FV4",3,3,1,0,NA,NA,1,1,0.455211300029278,0.661889256787248
"wBMI5","=~","BMI5",3,3,1,0,NA,NA,1,1,1.1364374570234,0.283100655060746
"wPA5","=~","PA5",3,3,1,0,NA,NA,1,1,2.13212567999659,0.729531243435823
"wFV5","=~","FV5",3,3,1,0,NA,NA,1,1,0.460346165051828,0.666053591180985
"wBMI6","=~","BMI6",3,3,1,0,NA,NA,1,1,1.29718348701465,0.319292096122046
"wPA6","=~","PA6",3,3,1,0,NA,NA,1,1,1.94430095705382,0.697248588102954
"wFV6","=~","FV6",3,3,1,0,NA,NA,1,1,0.462109960193356,0.667469813921928
"wBMI7","=~","BMI7",3,3,1,0,NA,NA,1,1,1.38078992118733,0.337589215473647
"wPA7","=~","PA7",3,3,1,0,NA,NA,1,1,2.10490225962182,0.72512919497779
"wFV7","=~","FV7",3,3,1,0,NA,NA,1,1,0.472863024612813,0.675949237225064
"wBMI2","~","wBMI1",3,3,0.437551829468347,0.0703148349300629,6.22275270792498,4.88507012619266e-10,0.299737285426545,0.575366373510149,0.469003420654593,0.469003420654593
"wBMI2","~","wPA1",3,3,-0.0434634429546273,0.0172987176860635,-2.51252397682882,0.0119870959126946,-0.0773683065980379,-0.00955857931121675,-0.0829299823531868,-0.0829299823531868
"wBMI2","~","wFV1",3,3,-0.098965446499508,0.0737843705681577,-1.34127926737668,0.179829798554522,-0.243580155435054,0.0456492624360382,-0.0419470045295368,-0.0419470045295368
"wPA2","~","wBMI1",3,3,-0.217323952516986,0.0854137237303039,-2.54436808308688,0.0109475654368345,-0.384731774813836,-0.049916130220136,-0.116247867973319,-0.116247867973319
"wPA2","~","wPA1",3,3,0.492827379991566,0.0652693159546364,7.55067481225162,4.32986979603811e-14,0.364901871424913,0.620752888558219,0.469259604445869,0.469259604445869
"wPA2","~","wFV1",3,3,0.11530383345859,0.134414878578317,0.857820463613394,0.390991608242221,-0.148144487541235,0.378752154458414,0.0243888883851328,0.0243888883851328
"wFV2","~","wBMI1",3,3,0.0112451903581749,0.0165287864080978,0.680339746701887,0.496289362966562,-0.021150635709852,0.0436410164262018,0.0281765106703555,0.0281765106703555
"wFV2","~","wPA1",3,3,0.00508988377383377,0.00721074831914564,0.705874556780653,0.480266151439822,-0.00904292323327442,0.019222690780942,0.022702265821269,0.022702265821269
"wFV2","~","wFV1",3,3,0.231765821205506,0.0357500090603017,6.48295839071181,8.99413876709332e-11,0.161697091000334,0.301834551410678,0.229636356215227,0.229636356215227
"wBMI3","~","wBMI2",3,3,0.251652584194234,0.0853695573408493,2.94780237865681,0.00320041585787556,0.0843313264300427,0.418973841958426,0.299754081326812,0.299754081326812
"wBMI3","~","wPA2",3,3,-0.0594919463084236,0.0236753091354594,-2.51282658942435,0.0119768190651566,-0.105894699536776,-0.0130891930800711,-0.142000865862789,-0.142000865862789
"wBMI3","~","wFV2",3,3,0.152684339174272,0.0723192044471566,2.11125579078843,0.0347503317503592,0.0109413030672563,0.294427375281288,0.0778008446926907,0.0778008446926907
"wPA3","~","wBMI2",3,3,-0.180948007118589,0.0959953424339743,-1.88496652577749,0.0594343573256326,-0.369095420972768,0.00719940673559027,-0.0915008036527105,-0.0915008036527105
"wPA3","~","wPA2",3,3,0.351781843716128,0.0749532968385099,4.69334717156014,2.68770796307827e-06,0.204876081390109,0.498687606042147,0.356462320236573,0.356462320236573
"wPA3","~","wFV2",3,3,0.248101275261751,0.143575746600899,1.72801661238374,0.0839852460834445,-0.0333020171294592,0.529504567652961,0.0536693343266988,0.0536693343266988
"wFV3","~","wBMI2",3,3,0.000545457702859834,0.0197840207489515,0.0275706192275775,0.978004615213634,-0.0382305104344782,0.0393214258401978,0.00136033150025423,0.00136033150025423
"wFV3","~","wPA2",3,3,0.00412978104375863,0.00709008943096482,0.58247234875804,0.560248561480786,-0.00976653888810049,0.0180261009756178,0.0206385797015791,0.0206385797015791
